County;Agency_Name;Trading_Name;Address;Licence_Number;Phone;Email;Website;Covered_Fields
Dublin;Linart Career Solutions Limited;;602 Cube 1 Beacon South Quarter Sandyford Dublin 18 D18DD50;EA5162;;;;Healthcare, Cleaning, Admin & Office
Dublin;Lincoln Healthcare & Training Ltd;Medforce;5 Fitzwilliam Square East Dublin 2;EA5029;+35319637070;info@medforce.ie;https://medforce.ie/;Healthcare, Care
Dublin;Lincoln Search & Selection Limited;Lincoln Recruitment Specialists;5 Fitzswilliam Square Dublin 2 D02R744;EA3366;+35316610444;info@lincoln.ie;https://lincoln.ie/;Finance & Accounting, Legal, Marketing
Dublin;Local Jobs Limited;Celtic Careers;Unit G, Ground Floor Offices Citywest Shopping Centre Tallaght Dublin 24 D24 FA07;EA3470;+35316278750;info@celticcareers.com;https://www.celticcareers.ie/;Admin & Office, HR
Dublin;Locstok Construction Limited;;Apt 11 Blackrock House 28 Newtown Ave Blackrock Co. Dublin A94RF70;EA4938;;;;Construction, General Recruitment
Dublin;Locumlink Associates Limited;;32 Ranelagh Road Ranelagh Dublin 6;EA2362;+35314956666;info@locumlink.ie;https://locumlink.ie;Healthcare
Dublin;Locumotion Limited;;Floor 7 RSA House Dundrum Town Centre Sandyford Road Dundrum Dublin 16 D16 FC92;EA1611;+35312993550;info@locumotion.com;https://www.locumotion.com;Healthcare
Dublin;Logiskills Limited;The Logiskills Group;Suite 4 Baldoyle House 111 Grange Way Baldoyle Dublin 13;EA2181;+35318326330;info@logiskills.ie;https://logiskills.ie;Supply Chain, Logistics & Warehousing, Factory, Engineering
Dublin;Lourmel Limited;Xtra Nursing Agency;19A Montague Street Dublin 2 DO2 TRT2;EA4153;+35315685178;;https://www.xtranursingagency.ie/;Healthcare
Dublin;Magnit Global UK Limited;Magnit Global UK Limited;Paramount Court Carrig Road Sandyford Business Park Dublin 18 D18 R9C7;EA3744;;;;General Recruitment, Tech & Data Science
Dublin;Magnit Global UK WFQLimited;Magnit Global UK WFQ Limited;Paramount Court Corrig Road Sandyford Business Park Dublin 18 D18R9C7;EA4034;;;;
Dublin;Management Support Services (Ireland) Limited;MSS Recruitment;The Courtyard Hill Street Dublin 1;EA1044;+35318870690;recruitment@mssthehrpeople.ie;https://www.mssthehrpeople.ie;Cleaning, Facilities, Admin & Office
Dublin;Manpower Group (Ireland) Limited;Manpower Group Ireland;The Masonry 151 Thomas Street Co. Dublin D08PY5E;EA1001;+35316455200;info@manpower.ie;https://www.manpower.ie/;Admin & Office, Tech & Data Science, Finance & Accounting, Industrial
Dublin;Mapas Recruitment;;91 Avondale Road Killiney Co. Dublin;EA5397;;;;Hospitality, Healthcare, Admin & Office
Dublin;Marketing Career Recruitment Ltd;Marketing Career Recruitment;21 Northumberland Road Dublin 4 D04 H2Y4;EA3457;;;;Marketing, Sales, Admin & Office
Dublin;Marketing People Limited;The People Group;4 Clanwilliam Square Dublin 2;EA1682;+35316619636;admin@peoplegroup.ie;https://PeopleGroup.ie;Marketing, Sales, Tech & Data Science, FMCG
Dublin;Marks Sattin (UK) Ltd;Marks Sattin;Smyth House 6-7 St Stephens Street Stephens Green Co. Dublin D02X827;EA3308;+35314311349;dublin@markssattin.com;https://markssattin.co.uk;Finance & Accounting, Consulting, Admin & Office
Dublin;Mason Alexander Limited;Mason Alexander;Smyth House 6-7 St Stephens Green Dublin 2 D02 X827;EA3668;+35316854414;hello@masonalexander.ie;https://www.masonalexander.ie/;Board level, Finance & Accounting, Tech & Data Science, HR
Dublin;Matchmedics Limited;;10B Santry Business Park Santry Dublin 9;EA4039;+353877584592;info@matchmedics.com;https://matchmedics.com;Healthcare
Dublin;Matthew Lifeline Agency Ltd;;8 Belfield Park Stillorgan Road Booterstown Co. Dublin A94DD99;EA5196;;;;Care, Healthcare
Dublin;Mazars;;Block 3 Harcourt Centre Harcourt Road Dublin 2;EA3784;+35314494400;;https://www.forvismazars.com/ie/en;Audit, Advisory, Finance & Accounting, Consultancy
Dublin;McEvoy Associates Limited;Signium;130 Rathgar Road Dublin 6 D06 KF22;EA1230;+35314966500;;https://www.signium.com/?xfc=ie;Board level, Legal, Healthcare
Dublin;MCR Outsourcing Limited;MCR Group;Unit 4-5 The Capel Building Dublin 7 D07 Y318;EA1518;+35318899100;info@mcrgroup.ie;https://mcrgroup.ie;Security, Cleaning, Construction, Industrial
Dublin;MCS Specialist Recruitment (Ireland) Limited;;6-9 Trinity Street Dublin 2 D02 EY47;EA5163;+35319069574;info@mcsgroup.jobs | ireland@mcsgroup.jobs;https://www.mcsgroup.jobs/;Tech & Data Science, Legal, Finance & Accounting, Sales
Dublin;Med Doc Healthcare Ltd;Med Doc;Pembroke Hall 3 - 4 Pembroke Street Upper Dublin 2 D02 VN24;EA4248;+35319011306;gp@meddoc.ie;https://meddoc.ie;Healthcare
Dublin;Medacs Global Group Limited;Global Medics;Block 9 Blackrock Business Park Blackrock Co. Dublin A94 E4X2;EA3125;+35312020240;info@globalmedics.ie;https://www.globalmedics.com/contact-us/locations/;Healthcare
Dublin;Medgen Healthcare Ireland Limited;;71 Lower Baggot Street Dublin 2 D02 P593;EA5203;+35314851287;;https://www.medgen.ie/;Healthcare
Dublin;Medlocums Recruitment Ltd;Medlocums Recruitment;Sky Business Centres 57 Clontarf Road Dublin 3 D03A7P0;EA5294;;;;Healthcare
Dublin;Meghen Group Ltd;WeHire Ltd;Marina Village Co. Dublin K36 CX99;EA3998;;;;Tech & Data Science, Sales, General Recruitment, Finance & Accounting
Dublin;Mentor Talent Acquisition Limited;;No. 1 Airton Road Tallaght Dublin 24;EA3900;;info@mentortalent.ie | job@mentortalent.ie;https://mentortalent.ie;Tech & Data Science
Dublin;Meo Healthcare Ltd;Meo Healthcare;51 Bracken Road Sandyford Business Park Co. Dublin D18 C448;EA5062;;;;Healthcare, Care
Dublin;Mercer Premier Services Limited;Tiger Recruitment Services;4 Herbert Place Dublin 2 D02 WY46;EA1909;+35316111524;;https://tiger-recruitment.com/;Admin & Office, HR, Finance & Accounting, Tech & Data Science
Dublin;Methodius Limited;;33 Wicklow Street Dublin 2;EA1993;+35316351748;david@methodius.com | info@methodius.com;https://www.methodius.com;Cleaning, Hospitality, General Recruitment
Dublin;Metis Recruit Limited;;Clonmel House Forster Way Swords Co. Dublin K67 F2K3;EA4570;+353871828549;careers@metisrecruit.com;https://metisrecruit.ie;Healthcare, EHS
Dublin;Michael J. Walshe & Company Limited;Michael J. Walshe & Company Limited;11 Greygates Mount Merrion Blackrock Co. Dublin A94 P3C9;EA3973;;;;Admin & Office, Board level
Dublin;Michael O Connor (MOC);EHS Consulting & Recruitment;Highground Glenaraneen Brittas Co. Dublin;EA5401;;;;EHS, Consultancy, Security
Dublin;Microwins Recruitment International Ltd;Microwins Recruitment International Ltd;Hardcourt Center Block 4 Hardcourt Road Dublin 2 DO2H W77;EA5318;;;;Healthcare, Care
Dublin;Mirual Limited;Mirual Limited;6 Liffey Drive Liffey Valley Park Lucan Co. Dublin K78R129;EA4406;+35316300292 | +353857801357;;;Cleaning, Healthcare, General Recruitment
Dublin;Momentum Capital Projects Ltd;;38/39 Fitzwilliam Square Dublin 2;EA4157;+35312343100;;;Construction, Engineering, Admin & Office
Dublin;Montclare Executive Recruitment Limited;;Killiney Co. Dublin A96 P5F1;EA4866;+35314428430;;https://www.montclareexecutive.ie/;Board level, Finance & Accounting, HR
Dublin;MPR Recruitment Limited;MPR Recruitment Limited;Carlisle Building 51 Bracken Road Sandyford Business Estate Dublin 18 D18 CV48;EA4283;+35315645480;;;Admin & Office, Finance & Accounting, Board level
Dublin;Muve People Ireland Limited;;8/9 Westmoreland Street Co. Dublin D02Y889;EA4907;+3531800816465;;https://muvehealthcare.ie/;Facilities, Security, Cleaning, Hospitality
Dublin;Needle Search Ltd;Needl;14 Whitefriars Aungier Street Dublin 2;EA3686;+353867938344;;https://needlsearch.io/;Tech & Data Science, Factory, Engineering
Dublin;NES Global Talent Limited;NES Fircroft;The Black Church St Mary's Place Dublin 7 D07 P4AX;EA5046;+35345833466;;https://careers.nesfircroft.com/;Engineering, Energy, Healthcare
Dublin;Net2Source Global Workforce Solutions Ltd;;Inniscarra Main Steet Rathcoole Co. Dublin D24 E029;EA4533;+35315752933;;;Tech & Data Science, Engineering, General Recruitment, Remote
Dublin;New Change Provider Limited;;Spaces 1st Floor Building Two The Green Dublin Airport Central Dublin Airport Swords Co. Dublin;EA4904;;;;HR, Admin & Office
Dublin;Next Level Contruction Ltd;;Unit 2B Parkside House Blakestown Road Huntstown, Mulhuddart Co. Dublin;EA5263;;;;
Dublin;Nicoll Curtin Technology Europe Limited;;38 Main Street Swords Co. Dublin K67E0A2;EA4485;+35315920780;;https://www.nicollcurtin.com/;Tech & Data Science, Finance & Accounting
Dublin;Nine Dots Recruitment Ltd;NineDots Technology Recruitment;19-22 Baggot Street Lower Dublin 2 D02 X658;EA4226;+353861502307;info@ninedots.io;https://ninedots.io/;Tech & Data Science, Factory, Engineering
Dublin;Nineteen Talent Solutions;Nineteen Talent Solutions;Apt 19 New Bancroft Hall Tallaght Dublin 24;EA5248;;info@nineteentalentsolutions.com;https://nineteentalentsolutions.com/;Admin & Office, Logistics & Warehousing, Retail, General Recruitment
Dublin;Nissi Healthcare Ltd;;Suite 10791 26/27 Pembroke Street Dublin 2 D02X361;EA5172;+353899829241;info@nissihealthcareire.com;https://nissihomecare.com/;Healthcare, Care
Dublin;Nobox Outsourcing Limited;;19 Grange Parade Baldoyle Industrial Estate Dublin 13 D13N29X;EA3889;+35312530795;hello@nobox.ie;https://nobox.ie;Aviation, Driving, General Recruitment
Dublin;NOC Limited;Nurse On Call;16 Harcourt Street Dublin 2, DO2 NN29 Co. Dublin;EA1043;+35314965199;RegistrationAndCompliance@nurseoncall.ie;https://www.nurseoncall.ie/;Healthcare, EHS
Dublin;Noel O Dowd;Temple Hill Partners;1 Blackhall View Blackhall Place Dublin 7 D07 FR59;EA4689;+353866044245;noel@templehillpartners.com;https://templehillpartners.com/;Board level, Consulting
Dublin;Noel Recruitment (Citi North) Limited;;47 Dawson St, Dublin 2;EA3653;+35316779332;;https://noelgroup.ie;Hospitality, Admin & Office, Logistics & Warehousing, Retail
Dublin;Noel Recruitment (Ireland) Limited;;47 Dawson St Dublin 2;EA1409;+35316779332;;https://noelgroup.ie;General Recruitment, Hospitality, Retail
Dublin;Northway Personnel Ltd;;Unit 61A Grange Close Baldoyle Ind Estate Baldoyle Dublin 13;EA3930;;;;Construction, General Recruitment
Dublin;Nursecure Ltd;;53 Lower George Street Dun Laoghaire Co. Dublin A96 X7K2;EA4854;+353862159282;info@nursecure.ie;https://nursecure.ie;Healthcare, Care
Dublin;O'Connor Stephens Recruitment Partners Limited;Camden Recruitment Partners;1 Fitzwilliam Square Dublin 2;EA3960;+35315390615;hello@camden.ie;https://camden.ie/;Finance & Accounting, General Recruitment, Board level
Dublin;O'Curry Recruitment Limited;O'Curry Recruitment;Ground Floor 71 Baggot Street Lower Co. Dublin D02P593;EA4887;+35315241152;info@ocurry.ie;https://www.ocurryrecruiting.com/;Admin & Office, Finance & Accounting
Dublin;O'Malley Sorohan Ltd;;4 Waterloo Road Dublin 4 D04AOX3;EA3825;+353876473305;info@omalleysorohan.com;https://omalleysorohan.com;Board level, Public, Legal
Dublin;O'Neill & Brennan Limited;;Unit 2 Ballymount Business Park Lower Ballymount Road Dublin 12;EA1997;+35314569899;dublinstaff@oandb.ie;https://oneillandbrennan.com;Construction, General Recruitment, Management
Dublin;Obsidian Healthcare Ltd;;Bracetown Business Park Clonee Dublin 15 D15YDC1;EA5302;+35319026767;enquiries@obsidianhealthcare.ie;https://www.obsidianhealthcare.ie/;Healthcare
Dublin;OCA Aviation Ltd;;Unit K23 Drinan Enterprise Centre Swords Enterprise Park Feltrim Road Swords, Co. Dublin;EA3830;+35318928088;support@ocaaviation.com;https://ocaaviation.com/;Aviation, General Recruitment
Dublin;Office Talent Ltd;;62 Glenageary Park Glenageary Co. Dublin A96F6E5;EA4041;+353871360626;nikki.waller@officetalent.ie;http://officetalent.ie/;Admin & Office
Dublin;OJA Recruitment Limited;Oliver James Associates;10 Clanwilliam Square Grand Canal Quay Dublin 2;EA3591;+35315719700;ireland@oliverjames.com;https://www.oliverjames.com/;Insurance, Legal, Tech & Data Science, Finance & Accounting
Dublin;Oliver Placement Ltd;;Office 39 GD House Whitestown Drive Tallaght Business Park Dublin 24;EA3791;;;;Healthcare, Cleaning
Dublin;Ontario Recruitment Ltd;The Panel;21 Northumberland Road Ballsbridge Dublin 4. Co. Dublin D04 H2Y4;EA3735;+35316377000;info@thepanel.com;https://thepanel.com;Accounting, Legal, Finance & Accounting, Tech & Data Science
Dublin;Opalus Healthcare Limited;;Balheary Road Sword Co. Dublin;EA5285;;info@opalushealthcare.ie;https://opalus.ie;Healthcare
Dublin;Oradeo Limited;;Unit 4 2050 Orchard Avenue Citywest Business Campus Dublin 24 D24Y079;EA3649;+35316877188;info@oradeo.com;https://oradeo.com;Engineering, Construction, Healthcare
Dublin;Orange Recruitment (Ireland) Ltd;;46 Dawson Street Dublin 2;EA3654;+35316170033;info@orangerecruitment.ie;https://www.orangerecruitment.ie;Healthcare, Admin & Office, Industrial, Finance & Accounting
Dublin;Origon Recruitment Ltd;;Mespil House Sussex Road Dublin 4 D04T4A6;EA3392;+35312314694;info@origon.ie;https://origon.ie;Finance & Accounting, Legal
Dublin;OTL Consulting Limited;OTL Consulting;Argyll 58 Shrewsbury Lawn Cabinteely Dublin 18 D18 A4V8;EA3553;+353876338160;gareth.owens@otlconsulting.ie;https://otlconsulting.ie/;Admin & Office, General Recruitment
Dublin;Outsource Staffing Solutions Ltd;OSS;G3 Riverview Business Park Nangor Road Dublin 12 D12 R623;EA3481;+35314605517;admin@osscompany.ie;https://www.osscompany.ie/;Industrial, Admin & Office, Logistics & Warehousing
Dublin;Owen O'Sullivan;PeopleBridge by William Fry;2 Grand Canal Square Dublin 2;EA4699;+35316395000;;https://www.williamfry.com/;Legal, Interim, Board level
Dublin;Oyster HR Ireland Limited;;Paramount Court Corrig Road Sandymount Business Park Co. Dublin D18 R9C7;EA4662;;hello@oysterhr.com;https://oysterhr.com;Remote, HR
Dublin;Parakar Ireland Limited;;38 Main Street Swords Co. Dublin K67E0A2;EA4063;+353768887039;;https://parakar.eu/;General Recruitment, HR
Dublin;Parc Aviation Limited;CAE Parc Aviation;Unit 2.1, Block 2 Woodford Business Park Santry Dublin 17 D17 E925;EA1024;+35318161777;;https://www.cae.com/;Aviation, Technical, General Recruitment
Dublin;Parker Stewart Limited;;60 Lower Baggot Street Dublin 2 D02 KP79;EA4659;+35316933477;contact@parkerstewart.ie;https://parkerstewart.ie;Banking, Legal, Admin & Office, Consulting
Dublin;Pathfinder Recruitment;;14 Butterdrive Priorswood Dublin 17 D17FY00;EA5311;;;;General Recruitment, Healthcare
Dublin;Pathway Training and Recruitment Limited;;Moritz House Oldcourt Centre Parklands Road Dublin 24;EA5149;+35316586808;info@pathwayrecruitment.ie;http://www.pathwaystosuccess.ie/;General Recruitment, Career, Entry-level
Dublin;Patrick Ekhator;Globalfamily Healthcare;159 Glasmore Park Swords Co. Dublin K67 X466;EA5195;;info@globalfamilyhealthcare.com;https://www.globalfamilyhealthcare.com/contact.html;Healthcare
Dublin;Performia Limited;Perform Recruitment;77 Camden Street Lower Dublin 2 D02 YE80;EA4690;+35319069522;contact@perform-recruitment.com;https://www.perform-recruitment.com/;Hospitality, Retail, Admin & Office
Dublin;Perrett Laver Ltd;;Suite 101 Grafter House 10 Ely Place Dublin 2 D02HR98;EA4165;;;https://perrettlaver.com/;Board level, Education, Public
Dublin;Peter McPartlin;The Indie List;267 North Circular Road Dublin 7;EA4540;;;https://indielist.ie/contact;Creative Freelance, Marketing, Admin & Office
Dublin;PharmaConex Limited;;Suite 312 The Capel Building Mary's Abbey Dublin 7 D07 KV07;EA3484;+35314853522;info@pharmaconex.com;https://pharmaconex.com;Pharma, Healthcare, General Recruitment
Dublin;PHC Care Management Limited;Private Homecare;Ground Floor One Haddington Buildings Haddington Road Dublin 4;EA3200;+35316219101;;https://www.privatehomecare.ie/contact-us/;Care, Healthcare
Dublin;Phire HR Limited;;6 Parkwood Ave Aylesbury Tallaght Dublin 24 D24 P03X;EA4847;;;;HR, Admin & Office
Dublin;Pilgrims Healthcare Pvt Ltd;Pilgrims Healtcare Limited;City Gate Business Centre Hills Industrial Estate Lower Lucan Road Co. Dublin;EA4647;+353871685007;;https://pilgrimshealthcareltd.com/;Healthcare, Care
Dublin;Pinelane Limited;Pinelane;No 7 Fitzwilliam Street Lower Dublin 2;EA4151;+35315242534;info@pinelane.ie;https://pinelane.ie;Admin & Office, Legal
Dublin;Pinnacle Search & Selection Limited;;12 Merrion Square Dublin 2 D02 H798;EA2197;+35312963861;info@mypinnacle.ie;https://mypinnacle.ie;Board level, Finance & Accounting, Legal, Sales
Dublin;Playroll Ireland Limited;;51 Bracken Road Sandyford Dublin 18;EA5072;;;;General Recruitment, Remote, HR
Dublin;PNM Vision Resource International;;298 Castlecurragh Heath Blanchardstown Dublin 15;EA5348;;;;Healthcare, General Recruitment
Dublin;Point One Business Heights Limited;;3 The Drive Pheasant Run Clonee Dublin 15 D15A4A8;EA4978;;;;Admin & Office, General Recruitment
Dublin;PortGael;PortGael Recruitment;92 Jade Brewery Road Stillorgan Co. Dublin;EA5366;;info@portgaelrecruitment.com;https://www.portgaelrecruitment.com/#contacts;Engineering, Technical, Management
Dublin;Post Seed Development Partners Ltd;PSD Partners;Fitzwilliam Hall 25-27 Fitzwilliam Place Dublin 2;EA3552;;info@psdpartners.com;https://www.psdpartners.com/contact/;Board level, General Recruitment
Dublin;PRC Confidential Limited;PRC Sales and Marketing Recruitment;11/12 Hatch Street Dublin 2;EA3849;+35319125419;info@prcrecruitment.ie;https://www.prcrecruitment.ie/;Sales, Marketing, Admin & Office
Dublin;Presto Nursing;Presto Nursing Limited;20 Harcourt St Dublin 2 Dublin 2 D02 H364;EA5212;;;;Healthcare, Care
Dublin;PricewaterhouseCoopers;;One Spencer Dock North Wall Quay Dublin 1;EA1029;+35317926000;;https://pwc.ie;General Recruitment, Consultancy, Finance & Accounting
Dublin;Prime Care Recruitment Limited;;32 The Ashes Santry Place Santry Dublin 9;EA4637;+353877958446;info@primecare.ie;https://primecare.ie;Healthcare
Dublin;Primtac Personnel Ltd;;1st Floor 10 Railway St Balbriggan Co. Dublin;EA3974;+35316905737;info@primtac.ie;https://primtacpersonnel.ie/contact-us/;Logistics & Warehousing, Admin & Office, Construction, Factory
Dublin;Principal Connections Ltd;;20 Harcourt Street Dublin 2 D02 H364;EA3855;+35317038888;;https://www.principalconnections.com/;Board level, Consulting
Dublin;Principle HR Limited;;8 Leeson Close Dublin 2 D02 KC98;EA1738;+353166767166;hello@principlehr.com;https://principlehr.com;HR, Admin & Office, Tech & Data Science, Finance & Accounting
Dublin;Prism Executive Ltd;;1 Rookstown House Thormanby Road Howth, Co Dublin Co. Dublin D13E528;EA4648;;;https://www.prismexecutivesearch.com/;Board level, General Recruitment
Dublin;Production Operations Limited;The Production People / Casting Ireland;Velford House 11 Merrion Square Dublin 2;EA2180;+35316343100;info@productionpeople.ie;https://productionpeople.ie/contact/;TV, Acting, Factory, Tech & Data Science
Dublin;Project Management Limited;PM Group;Kearney House Belgard Square Tallaght Dublin 24;EA1250;+35314040700;;https://www.pmgroup-global.com/;Engineering, Architecture, Pharma, Hospitality, Biotech
Dublin;Propeller Recruitment Limited;;22 Mount Argus Court Harolds Cross Dublin 6;EA4234;+353868786172;;https://www.propellerrecruitment.ie/;General Recruitment
Dublin;Proxsimo Recruitment Ltd;;1 Castleview Green Swords Co. Dublin;EA5353;;;;Healthcare
Dublin;PSC Biotech Ltd;;Unit 8 Block 8 Blanchardstown Corporate Park 1 Ballycoolin Dublin 15 D15 N127;EA4307;+35319011707;europehr@biotech.com;https://biotech.com/;Biotech, Engineering, Pharma
Dublin;Pulse Healthcare Limited;;3rd Floor 57 Adelaide Road Dublin 2 D02Y3C6;EA5405;;;;Healthcare
Dublin;Purpose+Impact Limited;;Work Hub 77 Camden Street Lower James Joyce Street Co. Dublin D02XE80;EA5082;+35312232973;contact@purposeandimpact.org;https://purposeandimpact.org;General Recruitment, NGO
Dublin;Pyramid Dynamics Limited;;18 Park Drive Green Castleknock Dublin 15;EA4513;;;;HR, Admin & Office
Dublin;P&C Immigration Consultancy Services Ltd;Work Permits Ireland;16/17 O'Connell Street Lower Dublin 1 D01 E9W0;EA5034;+35318733772;info@workpermits.ie.;https://www.workpermits.ie/;Immigration, General Recruitment
Dublin;QCS Staffing Europe Limited;;38 Main Street Swords Co. Dublin K67E0A2;EA4565;+35319609555;contact@qcsstaffing.com;https://qcsstaffing.com;Healthcare, Pharma
Dublin;QRS Quest Recruitment Solutions Limited;Quest Recruitment Solutions;59 Merrion Square Dublin 2;EA1674;+35316760505;info@questrecruitment.ie;https://questrecruitment.ie;Finance & Accounting, Admin & Office
Dublin;Quinn Executive Search Ltd;Quinn & Associates;The Green Way Block C Ardilaun Court 112-114 St Stephens Green Dublin 2;EA5249;+35312654000;sandra.quinn@quinnandassociates.ie;https://www.quinnandassociates.ie/;Board level, Consulting, HR
Dublin;Rachel Kelly IT Recruitment Ltd;;51 Bracken Road Sandyford Dublin 18 D180V48;EA4985;+35315675555;rach@rachelkelly.ie;https://rachelkelly.ie;Tech & Data Science
Dublin;Raindrops Recruitment Agency;;Apt 19 Old Music Hall Copper Alley Dublin 8 D08PP76;EA5268;;;;
Dublin;Real Holistic Healthcare Services Ltd;;12 Hamilton Avenue Balbriggan Co. Dublin K32 YP64;EA5044;;;;Healthcare, Care
Dublin;Realtime Recruitment;;2nd Floor The Courtyard Carmanhall Rd Sandyford Dublin 18 D18 Y4TX;EA2340;+35316520652;info@realtime.jobs;https://realtime.jobs/;Tech & Data Science, Business Services, QA
Dublin;Rebecca Hoey Consulting Limited;RH Consulting Ltd;83 Brandon Road Drimnagh Dublin 12;EA4958;;;;General Recruitment, Admin & Office, HR
Dublin;Recport Limited;Archer Recruitment;2 Westland Square Pearse Street, Dublin 2 D02 V960;EA3658;+35316498500;info@archer.ie;https://www.archer.ie/;Tech & Data Science, Finance & Accounting
Dublin;Recruited Approach Ltd;HortiRecruit;Fumbally Exchange Angus House Malpas Street, Blackpitts Co. Dublin D08Y273;EA4687;;;https://www.horticultureconnected.ie/;Agriculture, Engineering
Dublin;Recruitment Plus Limited;Recruitment Plus;Office 204, Nesta Business Centre Deansgrange Business Park Deansgrange Co. Dublin A94A4A6;EA1521;+35312788610;jobs@rplus.ie;https://www.recruitmentplus.ie/contact/;Admin & Office, Pharma, Engineering, Finance & Accounting
Dublin;Recruitnet International Limited;Recruitnet;Unit 2 Village Court Esker Hill, Lucan Co. Dublin;EA3760;;;;Healthcare
Dublin;Recruitroo Ireland Limited;;19-22 Baggot Street Lower Dublin 2 D02 X658;EA4927;+35312238529;enquiries@recruitroo.com;http://www.recruitroo.com/;General Recruitment, Hospitality
Dublin;Redac Limited;Barden;10 Ely Place Upper Dublin 2 D02 HR98;EA3752;;;;General Recruitment, Finance & Accounting, Legal
Dublin;Reed Specialist Recruitment Ireland Ltd;;Ground Floor, Hampton House 27 Mount Street Lower Dublin 2;EA1513;+35314189952;paula.gallagher@reed.com;https://www.reedglobal.ie/contact/find-a-reed-office/reed-dublin;Finance & Accounting, Tech & Data Science, HR, Engineering
Dublin;Relief 24/7 Personnell Services Ltd;;77 Lower Camden Street Dublin 2;EA5109;+353894885777;info@relief247personell.com;https://relief247personell.com/;
Dublin;Remote Management Technology Limited;;1st Floor 9 Exchange Place IFSC Dublin 1 D01 X8H2;EA4549;;;;Tech & Data Science, Remote
Dublin;Renegade Recruitment Limited;The Recruitment Company;62 Lower Mount Street Dublin 2 D02K634;EA4134;+35316972548;hello@therecruitmentcompany.com;https://www.therecruitmentcompany.ie/;General Recruitment, Construction, Engineering
Dublin;Reperio Human Capital (Ireland) Limited;Reperio Human Capital (Ireland) Limited;The Merrion Buildings 18-20 Merrion Street Upper Dublin 2 D02 XH98;EA4024;+35315713000;info@reperiohc.com;http://reperiohumancapital.com/;Tech & Data Science, Engineering, General Recruitment
Dublin;Rippling Ireland Limited;;5th Floor, Block E Iveagh Court Harcourt Road Dublin 2 D02 YT22;EA4954;;;https://www.rippling.com/en-IE;HR
Dublin;Riverbank Recruitment Ltd;;51 Bracken Road Co. Dublin D18CU48;EA5376;;info@riverbankrecruitment.com;https://www.riverbankrecruitment.com/;General Recruitment, HR, Admin & Office
Dublin;Robert Half International Ireland Limited;;2 Pembroke House Upper Pembroke Street 28-32 Dublin 2 D02EK84;EA4650;+35315746770;;https://www.roberthalf.com/ie/en;Finance & Accounting, Tech & Data Science, Legal, HR
Dublin;Robert Walters Limited;;Dublin Landings 2 Northwall Quay Dublin 1 Dublin 1;EA1548;+35316334111;dublin@robertwalters.com;https://www.robertwalters.ie/;General Recruitment, Finance & Accounting, HR, Tech & Data Science
Dublin;Room F208 Limited;About Recruitment;56 Charleville Square Butterfield Avenue Rathfarnham Co. Dublin D14 AY23;EA4118;;;;General Recruitment
Dublin;ROS Healthcare Limited;;28 Mount Eustace Crescent Tyrrellstown Dublin 15;EA5155;;;https://www.roshealthcare.ie/;Healthcare, Care, General Recruitment
Dublin;Rosata Recruitment Ltd;;Unit 3 Adelphi House Dun Laoghaire Co. Dublin A96NY82;EA4814;+35314853747;info@rosata.ie;https://rosata.ie;Healthcare
Dublin;Rostrum Resources Limited;;First Floor 54 Dawson Street Dublin 2 Dublin 2 D02 XW44;EA4264;+35316991700;hello@rostrum.ie;https://shelbourne.ie/rostrum-resources-limited/;Board level, General Recruitment
Dublin;Royal Homecare Ltd;;13 Adelaide Road Saint Peter's Dublin 2 D02P950;EA4661;+35314853001;info@royalhomecare.ie | recruitment@royalhomecare.ie;https://www.royalhomecare.ie/;Healthcare, Care
Dublin;Royal Medical Limited;Inspire Medical;Suite 16 The Beacon Mall Sandyford Dublin 18 D18WV72;EA5235;+35312688510;info@inspiremedical.com;http://www.inspiremedical.ie/;Healthcare
Dublin;RSM Ireland Business Advisory Limited;RSM Ireland;Trinity House Charleston Road Ranelagh Dublin 6 D06 C8X4;EA3279;+35314965388;;http://www.rsmireland.ie/;Finance & Accounting, Business Services, Audit, Legal, Consultancy
Dublin;Russell Tobin and Associates Limited;;Work Hub Fern Road Sandyford Dublin 18;EA4919;+35315843013;dublin@tobin.ie;https://russelltobin.com/russell-tobin-ie;Tech & Data Science, Technical
Dublin;Sabeo Holdings Ltd;Sabeo Holdings Ltd;Serpentine Business Centre Unit 6, 48 Serpentine Avenue Ballsbridge Dublin 4 D04YD26;EA4442;+35314064600;info@sabeo.com;https://sabeo.com/;Tech & Data Science
Dublin;Sanderson Recruitment (Ireland) Limited;Sanderson;44A Westland Row Dublin 2 D02 A274;EA3673;+35315133620;;http://www.sanderson.ie/;Tech & Data Science, Finance & Accounting, Business Services, Supply Chain
Dublin;Santry Recruitment Limited;Allied Health Careers;1A Santry Business Park Santry Dublin 9;EA4724;+35316876415;info@alliedhealthcareers.ie;https://alliedhealthcareers.ie/;Healthcare
Dublin;Sarah Louise Gallagher;Impulse Recruitment;53 Cronan's Well Brook Mooretown Swords Co. Dublin K67 AOW5;EA4720;;jobs@impulserecruitment.ie;https://impulserecruitment.ie/;General Recruitment
Dublin;Savvi Partners Ltd;Savvi Recruitment Consultants;Lower Ground Floor 33 Baggott Street Lower Dublin 2 D02 RW59;EA4143;+35312248840;info@savvirecruitment.com;https://www.savvirecruitment.com/;Finance & Accounting, General Recruitment
